569	一日	一日中寝ている
573	市場	市場で働く
630	いつも	いつも同じ
639	いとこ	いとこ
644	田舎	田舎道
645	田舎	田舎は九州です
649	犬	かわいい犬
651	稲	稲を刈る
663	今	今の世
664	今	今一度
665	今	今一つ足りない
668	意味	言葉の意味
682	以来	以来
683	以来	昨年以来
722	岩	岩山
738	インターネット	インターネット販売
761	魚	魚釣り
796	牛	牛
797	失う	信用を失う
798	失う	色を失う
799	失う	気を失う
800	失う	妻を失う
808	薄い	薄い氷
809	薄い	毛が薄い
810	薄い	縁が薄い
811	薄い	味が薄い
812	薄い	薄い緑
815	歌う	歌を歌う
831	打つ	太鼓を打つ
832	打つ	太鼓を打つ
833	打つ	釘を打つ
834	打つ	バットで打つ
835	打つ	タイプを打つ
836	打つ	予防注射を打つ
837	打つ	趣味は碁を打つ
838	打つ	芝居を打つ
841	美しい	美しい
857	腕	腕が痛い
858	腕	腕のいい大工
859	腕	腕があがる
860	腕	腕が鳴る
872	馬	馬に乗る
873	馬	馬が合う
880	生まれる	子供が生まれる
881	生まれる	疑問が生まれる
882	生まれる	会が生まれる
883	海	海の魚
884	海	火の海
901	売る	土地を売る
902	売る	たくさん売る
903	売る	友を売る
943	駅	駅
944	駅	駅長
945	駅	京都駅
951	枝	木の枝
966	エプロン	かわいいエプロン
978	エレベーター	エレベーターの戸が開く
992	エンジン	車のエンジン
997	煙突	煙突の煙
999	鉛筆	ノートに鉛筆で書く
1011	王	国王
1031	終える	仕事を終える
1032	終える	高校を終える
1039	大きい	声が大きい
1040	大きい	大きい魚
1041	大きい	アメリカは大きい
1042	大きい	体が大きい
1043	大きい	家が大きい
1044	大きい	騒ぎが大きい
1045	大きい	子供が大きくなる
1052	オートバイ	オートバイに乗る
1056	オーバーコート	高いオーバーコート
1062	丘	丘にのぼる
1078	置く	本を置く
1079	置く	事務長を置く
1080	置く	彼のことを念頭に置く
1081	置く	筆を置く
1082	置く	言わせておく
1086	送る	手紙を送る
1087	送る	客を送る
1088	送る	日々の生活を送る
1127	教える	算数を教える
1128	教える	教えられることが多い
1137	押す	印鑑を押す
1138	押す	病気を押して
1142	遅い	返事が遅い
1143	遅い	帰りが遅い
1147	恐れる	人を恐れる
1148	恐れる	失敗を恐れる
1149	恐れる	神を恐れる
1163	落ちる	階段から落ちる
1164	落ちる	ビルの上から人が落ちる
1165	落ちる	飴が落ちてきた
1166	落ちる	日が落ちる
1167	落ちる	雷が落ちる
1168	落ちる	試験に落ちる
1169	落ちる	品が落ちる
1170	落ちる	力が落ちる
1171	落ちる	敵のわなに落ちる
1174	夫	夫
1180	男	男と女
1181	男	男らしい
1190	大人	大人料金
1198	同じ	同じ服
1199	同じ	君と僕は考えが同じだ
1217	重い	思い石
1218	重い	気が重い
1219	重い	腰が重い
1220	重い	責任が重い仕事
1221	重い	病気が重い
1225	思い出す	ふと思い出す
1226	思い出す	子供の頃を思い出す
1239	おもちゃ	子供のおもちゃ
1249	泳ぐ	海で人が泳ぐ
1250	泳ぐ	魚が泳ぐ
1264	オルガン	オルガンを習う
1277	女	女の子
1278	女	女らしい
1285	蚊	蚊がいる
1288	カード	トランプのカード
1289	カード	好カード
1322	会社	会社で働く
1338	階段	階段を登る
1363	買う	車を買う
1364	買う	腕を買う
1365	買う	恨みを買う
1384	変える	社会を変える
1385	顔	顔から火が出る
1386	顔	顔を立てる
1387	顔	顔をつぶす
1388	顔	顔がそろう
1389	顔	顔が広い
1390	顔	顔を売る
1396	科学	科学者
1400	鏡	鏡に映す
1401	輝く	空に星が輝く
1402	輝く	顔が輝く
1424	鍵	家の鍵
1425	鍵	鍵を開ける
1426	鍵	問題を解く鍵
1437	書く	手紙を書く
1438	書く	縦に書く
1439	書く	横に書く
1440	書く	英語を書く
1441	書く	顔に書いてある
1442	描く	美しい絵をかく
1443	家具	家具
1471	学問	学問の進歩
1472	学問	学問するところだ
1481	影	木の影
1511	過去	過去にさかのぼって考える
1514	傘	傘をさして帰る
1527	賢い	賢い妻
1538	風	風が吹く
1539	風	風の便りに聞く
1540	風邪	風邪をひいて休む
1544	数える	数える
1545	家族	三人家族
1546	家族	家族計画
1547	ガソリン	ガソリンスタンド
1549	肩	肩が痛い
1550	肩	肩の荷がおりる
1551	肩	落選して肩を落とす
1552	肩	肩を並べる
1553	肩	彼の肩を持つ
1586	語る	経験を語る
1590	勝つ	試合に勝つ
1591	勝つ	勝ち進む
1592	勝つ	兄が勝つ
1593	月	五月
1602	学校	学校
1603	学校	学校
1608	カップ	コーヒーカップ
1609	カップ	軽量カップ
1610	カップ	優勝カップ
1611	カップ	カップラーメンは安い
1617	角	机の角
1618	角	道の角
1619	角	正確に角がある
1624	悲しい	悲しい
1632	金	金をもうける
1633	金	商売は金になる
1639	彼女	彼女は美しい
1640	彼女	僕の彼女
1657	壁	白い壁
1658	壁	壁にぶつかってあきらめる
1664	紙	紙に書く
1683	火曜日	火曜日
1684	から	京都から来た
1685	から	十時から
1686	から	彼女から習う
1687	から	僕から
1688	から	雨が降るから
1689	から	疲れから来た
1690	空	空の箱
1694	ガラス	透き通ったガラス
1695	体	大きな体
1696	体	体をこわす
1703	カリフラワー	カリフラワー
1707	軽い	軽いかばん
1708	軽い	あいつは口が軽い
1709	軽い	責任が軽い
1710	軽い	病気が軽い
1711	軽い	軽く超える
1714	彼	彼とは仲よしだ
1715	彼	私の彼
1722	川	川の流れ
1724	可愛い	かわいい赤ちゃん
1743	考える	政治を考える
1744	考える	問題を考えあぐむ
1745	考える	ロケットを考えだす
1747	換気扇	換気扇の故障
1781	感じる	感じる
1839	木	木を切る
1841	黄色い	黄色い花
1848	記憶	記憶
1850	機会	会う機会
1851	機械	機械
1866	聞く	音楽を聞く
1867	聞く	住所を聞く
1868	聞く	要求を聞く
1869	聞く	聞き流す
1870	聞く	聞き捨てる
1871	聞く	要求を聞き入れない
1876	危険	危険な
1898	規制	交通規制
1899	規制	規制緩和
1906	規則	規則を守る
1907	北	北
1910	汚い	汚い部屋
1911	汚い	汚い
1912	汚い	汚い言葉
1917	きつい	きつくしかる
1918	きつい	顔がきつい
1919	きつい	きつい仕事
1920	きつい	きつい性格
1924	切手	切手を貼る
1932	絹	絹糸
1935	昨日	きのうの事件
1938	厳しい	厳しい訓練
1939	厳しい	寒さが厳しい
1953	決める	当番を決める
1954	決める	心を決める
1955	決める	できないと決めてかかる
1974	キャベツ	キャベツが好き
2006	今日	今日飛行機で出発する
2015	教会	キリスト教会
2028	教師	教師
2029	教師	男性教師
2041	兄弟	兄弟
2068	嫌う	勉強を嫌う
2069	嫌う	みんなに嫌われる
2075	切る	テープをはさみで切る
2076	切る	紙をはさみで切る
2077	切る	大根を包丁で切る
2078	切る	木をのこぎりで切る
2079	切る	ナイフで手を切る
2080	切る	手を切る
2081	切る	切符を切る
2082	切る	首を切る
2083	切る	電話を切る
2084	切る	定員を切る
2085	切る	スタートを切る
2086	切る	領収書を切る
2087	切る	読み切る
2101	金	金の指輪
2102	銀	銀の指輪
2112	銀行	銀行預金
2118	金属	金属工業
2124	金曜日	金曜日
2140	空気	きれいな空気
2145	九月	九月一日
2146	釘	釘を打つ
2147	草	庭を草
2167	管	鉄の管
2168	管	くだを巻く
2185	口	目と口
2186	口	部屋の入口
2187	口	話の口を切る
2188	口	働き口
2189	口	魚は口にあう
2190	口	口がうまい
2191	口	口が過ぎる
2192	口	口が滑る
2193	口	社長に口を利く
2194	口	まんじゅうをひと口で食べる
2195	口	一口
2199	唇	くちびるが紫色になった
2201	靴	靴をはく
2202	靴下	靴下をはく
2211	首	首が痛い
2212	首	首が長い
2213	首	首になる
2214	首	首にする
2215	首	首が飛ぶ
2216	首	借金で首が回らない
2217	首	連絡を首を長くして待つ
2229	雲	雲
2236	暗い	暗い部屋
2237	暗い	暗い性格
2238	暗い	歴史に暗い
2244	暮らす	一人で暮らす
2246	比べる	重さを比べる
2247	比べる	力を比べる
2250	繰り返す	繰り返し言う
2252	来る	友だちが来る
2253	来る	行ったり来たり
2254	来る	男が来る
2255	来る	母から手紙が来る
2256	来る	ピンと来る
2257	来る	頭に来る
2258	来る	娘が帰って来る
2259	来る	会社へ行って来る
2260	来る	我慢して来た
2265	グループ	仲良しグループ
2266	グループ	グループホームで生活する
2267	グループ	グループホームで生活する
2281	黒い	黒い車
2282	黒い	腹が黒い
2342	刑務所	刑務所
2359	消しゴム	消しゴムを買う
2396	結婚	明日結婚します
2409	月曜日	月曜日の朝
2418	煙	煙突の煙
2419	煙	煙が立ちのぼる
2428	券	図書券
2443	言語	日本の言語
2444	健康	健康を保つ
2445	健康	私は健康です
2450	現在	現在の気温
2499	権利	権利を守る
2550	講義	講義
2592	工場	(自動車)工場
2664	公務員	公務(員)
2665	公務員	公務員
2694	コート	レインコート
2695	コーヒー	コーヒーを注文する
2699	氷	氷で頭を冷やす
2703	五月	五月三日
2741	胡椒	こしょうをかける
2756	答える	問題に答える
2768	国家	国家試験
2772	コック	ホテルのコック
2777	コップ	コップを買う
2779	コップ	牛乳をコップで飲む
2792	異なる	説明が異なる
2810	好む	読書を好む
2843	小麦	小麦
2845	米	日本の米
2870	壊す	建物を壊す
2871	壊す	体を壊す
2872	壊す	話を壊す
2875	今後	今後の事
2876	今週	今週(の月曜日)
2892	コンピュータ	コンピュータで計算する
2911	歳	九歳
2950	財布	財布を落とす
2953	材木	輸入材木
2964	魚	魚屋
3006	サクランボ	サクランボ
3013	叫ぶ	改革を叫ぶ
3014	叫ぶ	口々に叫ぶ
3015	叫ぶ	大声で叫ぶ
3016	避ける	人目を避ける
3017	避ける	話を避ける
3018	避ける	車を避ける
3055	雑誌	雑誌がたまる
3066	砂糖	砂糖(をかける)
3070	砂漠	砂漠
3093	皿	きれいな皿
3096	猿	猿
3114	三月	三月三日
3159	塩	塩
3171	しかし	しかし
3177	四月	四月一日
3184	時間	時間(が足りない)
3185	時間	算数の時間
3186	時間	出発の時間
3187	時間	八時間(労働)
3212	事件	殺人事件
3213	事件	刑事事件
3215	事故	(交通)事故
3216	事故	信号の事故
3217	事故	(人の)転落事故があった
3231	事実	(それは)事実ですか
3238	辞書	英語の辞書
3239	市場	海外市場
3267	自然	(森が)自然のまま残っている
3268	自然	草が自然に生えてきた
3273	舌	舌が白い
3274	舌	舌が回る
3275	舌	舌を巻く
3283	時代	(江戸)時代
3284	時代	時代劇
3299	七月	七月七日
3357	自転車	自転車に乗る
3361	自動車	自動車を運転する
3365	死ぬ	(事故で)死ぬ
3366	死ぬ	アイデアが死ぬ
3376	支払う	料金を支払う
3405	島	島に住む
3406	姉妹	姉妹
3446	ジャガイモ	ジャガイモ畑
3457	写真	写真をとる
3458	写真	[胸部の]レントゲン写真をとる
3459	写真	(記念)写真
3461	シャツ	[下着の]シャツ
3466	ジャム	イチゴジャム
3474	週	週に一度
3475	週	今週
3476	週	先週の金曜日
3477	週	来週の木曜日
3478	週	週間(予報)
3480	銃	銃(を買う)
3484	十一月	十一月
3489	十月	十月二日
3502	住所	住所
3525	十二月	十二月
3541	従来	従来(の方法)
3542	従来	従来どおり
3573	手術	胃を手術する
3594	出発	(列車が)出発する
3595	出発	飛行機が出発する
3637	賞	賞をもらう
3668	正午	正午
3677	少女	少女
3715	少年	少年
3760	女王	イギリスの女王
3776	食事	食事をとる
3777	食事	食事がまずい
3782	食欲	食欲がない
3801	署名	[書類に]署名する
3802	署名	署名運動
3847	城	城
3849	白い	白い紙
3855	人	人
3902	信じる	(彼の)話を信じる
3909	心臓	心臓麻痺
3910	心臓	会社の心臓部だ
3911	心臓	(あいつは)心臓が強い
3930	新聞	新聞を読む
3949	酢	酢
3970	水曜日	水曜日
3982	スープ	スープを飲む
3987	スカート	スカート
4026	鈴	鈴の音
4028	涼しい	山は涼しい
4058	酸っぱい	すっぱいミカン
4062	ステーキ	ビーフステーキ
4064	既に	(食事は)すでに住んだ
4070	ストーブ	石油ストーブ
4072	ストッキング	冬のストッキング
4080	砂	砂山
4104	スポーツ	スポーツが好き
4107	ズボン	ズボン(をはく)
4118	隅	部屋の隅
4119	隅	隅から隅まで調べる
4128	住む	(人が)村に住む
4129	住む	(鳥が)森に住んでいる
4136	する	仕事をする
4137	する	役員をする
4138	する	彼に頼むことにする
4140	鋭い	鋭い(ナイフ)
4141	鋭い	頭が鋭い
4162	世紀	二十世紀
4186	政治	政治に参加する
4194	精神	(健全な)精神
4195	精神	精神を集中する
4203	贅沢	ぜいたくな暮らしをする
4204	贅沢	食べ物にはぜいたくしている
4205	贅沢	ぜいたくはやめよ
4210	生徒	(中学校の)生徒
4211	生徒	生徒(募集)
4220	政府	政府
4245	世界	世界
4246	世界	(第二次)世界大戦
4249	咳	せきをする
4298	背広	背広を買う
4300	狭い	狭い土地
4301	狭い	狭い道
4314	セロリ	セロリのサラダ
4322	線	(紙に)赤い線を引く
4323	線	国際線の飛行機
4324	線	その線で行く
4327	全	全選手
4328	全	全日本ろうあ(連盟)
4357	先日	先日はありがとうございました
4361	先週	先週の日曜日
4375	戦争	戦争が起こる
4376	戦争	受験戦争
4398	扇風機	扇風機が回る
4416	騒音	飛行機の騒音
4467	ソース	ソース
4468	ソーセージ	魚肉ソーセージ
4483	底	心の底まで(はわからない)
4484	底	底が深い井戸
4485	底	底が割れる
4486	底	資金が底をついた
4506	そっと	そっと歩く
4507	そっと	そっと事を運ぶ
4508	そっと	しばらくそっとしておく
4527	祖父	祖父は出かけている
4530	祖母	祖母はいます
4536	空	空模様
4537	空	空
4539	それ	それを下さい
4540	それぞれ	人それぞれ違う
4541	それぞれ	それぞれ1冊ずつ(買う)
4560	そんな	それ
4587	大学	大学(生)
4588	大学	大学生
4601	太鼓	太鼓をたたく
4602	太鼓	太鼓をたたく
4603	太鼓	太鼓腹
4610	大使	大使館
4614	大衆	一般大衆
4620	退場	(会が終わって)みんなが退場する
4621	退場	退場処分
4641	態度	優しい態度
4642	態度	行こうか行くまいか態度を決めかねている
4645	台所	台所(が広い)
4646	台所	台所が苦しい
4670	タイヤ	車のタイヤ
4672	太陽	太陽が昇る
4673	太陽	太陽が沈む
4696	高い	金額が高い
4697	高い	背が高い
4698	高い	(外国人は)鼻が高い
4699	高い	高いビル
4700	高い	(人を)見る目が高い
4701	高い	(人を)見る目が高い
4702	高い	理想が高い
4703	高い	血圧が高い
4704	高い	地位が高い
4705	高い	彼を高く評価する
4706	高い	悪名が高い
4775	尋ねる	居場所を尋ねる
4776	尋ねる	古きを訪ねて(新しきを知る)
4777	尋ねる	結果を尋ねる
4778	尋ねる	結果を尋ねられる
4779	尋ねる	(友達の)家を尋ねて行く
4860	建物	大きな建物
4861	建物	古い建物(に住む)
4881	例えば	たとえば
4885	谷	山と谷
4886	谷	深い谷がある
4896	楽しむ	釣りを楽しむ
4923	食べ物	好きな食べ物(は何ですか)
4924	食べ物	食べ物がない
4925	食べる	(何でも)食べる
4926	食べる	何でも食べる
4927	食べる	ご飯をいっぱい食べる
4928	食べる	おいしいお菓子を食べる
4929	食べる	ステーキを食べる
4930	食べる	キツネうどんを食べる
4931	食べる	フォークで食べる
4932	球	野球の玉
4933	球	電球の球
4937	卵	ニワトリが卵を産む
4938	卵	卵焼き
4945	たまに	たまに会う
4993	誰	あの人は誰
4994	誰	家に誰もいない
4995	誰	誰も知らない
5021	単語	英単語
5070	暖房	部屋を暖房する
5071	暖房	暖房器具が欲しい
5079	血	頭から血を流す
5092	小さい	小さい箱
5093	小さい	小さい丸
5094	小さい	小さい犬
5095	小さい	背が小さい
5096	小さい	小さい声
5097	小さい	小さい失敗
5098	小さい	もうけが小さい
5099	小さい	影が小さい
5100	小さい	人間が小さい
5101	小さい	小さい時
5102	チーズ	粉チーズ
5124	近い	センターに近い
5126	近い	トイレが近い
5127	近い	三十近い
5129	近い	近い味だ
5153	地球	地球は丸い
7504	ハンドル	初めてハンドルを握る
7522	火	火が燃える
7524	火	火を通す
7525	火	情熱の火が燃える
7548	ビール	ビール
7556	東	東風
7558	光	太陽の光
7560	光	ホタルの光
7562	光	希望の光を失う
7563	光	親の七光
7591	引く	網を引く
7592	引く	風邪を引いて寝こむ
7593	引く	みんなの注意を引く
7594	引く	父の血を引いてそつくり だ
7595	引く	辞典を引く
7596	引く	例を引く
7597	引く	くじを引いて決める
7598	引く	(すべての) 職から身を引く
7599	引く	(十)引く二
7600	引く	千円引く
7601	引く	本に線を引く
7602	引く	潮が引く
7603	引く	水が引く
7604	引く	熱が引く
7605	低い	弟は背が低い
7606	低い	かかとが低い
7608	低い	(社会的) 立場が低い
7609	低い	血圧が低い
7610	低い	能力が低い
7611	低い	(この映画の) 評価は低い
7623	飛行機	飛行機が飛ぶ
7627	膝	ひざを曲げる
7630	肘	ひじが痛い
7631	肘	[席の] ひじ
7661	日付	日付を入れる
7665	羊	羊を飼う
7688	人	人と動物(の違い)
7689	人	人に笑われる
7690	人	人のことはどうでもいい
7691	人	人が来ている
7706	等しい	重さが等しい
7763	皮膚	皮膚（病）
7782	冷やす	（ビールを）冷蔵庫で冷やす
7783	冷やす	頭を冷やす
7784	冷やす	火事に肝を冷やす
7785	冷やす	氷で額を冷やす
7796	秒	七秒で終わる
7798	病院	病院
7804	病気	病気を直す
7833	開ける	運が開ける
7834	開ける	視界が開ける
7867	広場	(駅前)広場
7897	ファイル	資料をファイルする
7898	ファイル	ファイルを買う
7900	ファッション	ファッション雑誌
7909	風	風雨
7910	風	和風(庭園)
7911	風	和風(庭園)
7912	風	校風
7913	風景	風景が良い
7914	風景	練習風景
7918	封筒	封筒
7933	フォーク	フォークで食べる
7936	深い	深い(海)
7937	深い	考えが深い
7938	深い	霧が深い
7939	深い	欲が深い
7985	袋	(紙) 袋
8051	再び	再び挑戦する
8052	再び	再び会った
8053	再び	(戦争は) 再び起こさない
8092	太い	太い木
8093	太い	太い足
8094	太い	太い線
8095	太い	神経が太い
8096	太い	太い野郎
8111	船	船に乗る
8114	船	助け船を出す
8117	部分	(理解できない)部分がある
8118	部分	部分的修正
8125	文	ふみを書く
8126	文	ふみを読む
8142	冬	冬の空
8169	ブランデー	上等のブランデー
8190	古い	古い(友人)
8191	古い	古い建物
8212	風呂	風呂 (をわかす)
8216	プログラム	会議のプログラム
8217	プログラム	コンピュータのプログラム
8225	文	文 (を書く)
8237	文書	文書(で申し込み)
8238	文書	公文書
8266	平均	平均年齢
8279	平和	平和な世の中
8280	ベーコン	ベーコンエッグ
8286	ベスト	ベストセラー
8287	ベスト	ベストメンパー
8288	ベスト	ベストを尽くす
8305	ベッド	ベツドを買う
8306	ベッド	シングルベッドの料金
8312	部屋	勉強部屋
8313	部屋	相撲部屋
8325	ベルト	腰にベルトを締める
8326	ベルト	腰のベルトを外す
8331	ペン	ベン書き
8399	帽子	帽子
8412	宝石	(高い)宝石
8447	法律	法律 (を守る)
8448	法律	法律を守る
8455	ホウレンソウ	ホウレンソウを炒める
8459	ボート	ボートをこぐ
8470	ボール	ポールを投げる
8498	星	星がきれい
8499	星	白星
8518	細い	足が細い
8519	細い	道が細い
8520	細い	神経が細い
8521	細い	食が細い
8537	ホテル	ホテルに泊まる
8545	歩道	歩道
8553	骨	人の骨
8554	骨	骨と皮ばかりになる
8556	炎	ろうそくの炎
8557	炎	怒りの炎を燃やす
8572	本	本屋
8573	本	本件
8636	巻く	うまさに舌を巻く
8637	巻く	しっぽを巻く
8686	貧しい	貧しい暮らし
8687	貧しい	（才能が）貧しい
8701	町	町 (に出る)
8709	松	松 (の木)
8726	まで	八時まで
8730	窓	窓を開ける
8732	窓	窓口
8741	学ぶ	(手話を) 学ぶ
8762	豆	豆まき
8763	豆	豆本
8847	短い	短い棒
8848	短い	短い命
8849	短い	短い (鉛筆)
8857	水	(きれいな) 水
8858	水	全部水に流す
8859	水	かなり水をあける
8860	水	騒ぎは水を打ったように静まった
8861	水	水のあわ
8862	水	二人は水と油の関係
8864	湖	湖
8881	満たす	(水で)腹を満たす
8882	満たす	条件を満たす
8886	道	道(を歩く)
8887	道	学問の道
8888	道	最善の道(をさぐる)
8890	導く	係員に導かれていく
8902	見つける	宝物を見つける
8903	見つける	不正を見つける
8928	南	南の島
8935	醜い	醜い心
8960	ミミズ	ミミズはきもちが悪い
8969	未来	未来の日本
8972	見る	(映画を) 見る
8975	見る	(しばらく)様子を見る
8976	見る	遠くを見る
8977	見る	見られると（恥ずかしい）
8978	見る	花をじっと見る
8979	見る	大目に見る
8980	見る	親のめんどうを見る
8981	見る	「助けに行ってばかを見る
8982	見る	(食べて)みる
8983	見る	私としてみると
9052	難しい	難しい仕事
9053	難しい	難しい性格
9055	結ぶ	ひもを結ぶ
9056	結ぶ	契約を結ぶ
9057	結ぶ	関係が結ばれる
9058	結ぶ	話を結ぶ
9059	結ぶ	努力が実を結ぶ
9060	結ぶ	口を結ぶ
9061	結ぶ	背広にネクタイを結ぶ
9080	村	村の人々
9090	目	「目が赤い
9091	目	見た目にはおいしそう
9092	目	危ない目に会う
9093	目	一番目
9094	目	目が高い
9095	目	(甘いものに) 目がない
9096	目	忙しくて目が回る
9097	目	話を聞いて目からうろこが落ちる
9098	目	家は目と鼻の先
9099	目	目に余る行為
9100	目	よく目にする
9101	目	色が目につく
9103	目	目も当てられない
9104	目	(彼女には)日もくれず
9105	目	目をかける
9106	目	ミスがないか目を配る
9107	目	目を皿にして探す
9108	目	目を盗んで会う
9109	目	(敵の) 動きに目を光らせる
9110	目	高額に目を丸くする
9111	目	美しさに目を奪われる
9121	明日	明白な事実
9134	眼鏡	黒いめがねをかける
9135	眼鏡	(先生の)めがねにかなう
9139	目覚める	朝、目覚める
9140	目覚める	勉強に目覚める
9142	珍しい	珍しい(人)
9157	メニュー	食事のメニュー
9160	メロン	高価なメロン
9205	毛布	毛布をかける
9208	燃える	家が燃える
9209	燃える	辺り一面が燃える
9210	燃える	希望に燃える
9218	木曜日	木曜日の朝
9223	文字	きれいな文字を書く
9224	文字	(昔の)文字
9225	文字	文字放送
9226	もしも	もしも (亡くなったら)
9227	もしも	もしもの時
9235	持ち込む	酒を持ち込む
9304	森	美しい森
9313	問題	試験問題
9314	問題	問題の人物
9334	役員	役員
9336	薬剤師	薬剤師
9348	野菜	野菜畑
9350	優しい	優しい人
9352	安い	安い(本)
9369	屋根	家の屋根
9379	山	山に登る
9380	山	山ほどある
9381	山	(今夜が)山だ
9382	山	山が当たる
9384	闇	闇(を照らす)
9386	闇	心の闇
9387	闇	一寸先は闇
9388	闇	聞から闇へ葬られる
9441	郵便	郵便 (局)
9443	夕べ	(音楽の)夕べ
9455	雪	雪が降る
9456	雪	大雪が降る
9473	ゆっくり	ゆっくり歩く
9474	ゆっくり	どうぞごゆっくり
9475	ゆっくり	ゆっくり寝る
9480	指輪	ダイヤの指をはめる
9501	良い	良い悪い
9546	ヨーロッパ	ヨーロッパ旅行
9580	呼ぶ	名前を呼ぶ
9581	呼ぶ	彼を呼ぶ
9582	呼ぶ	食事に呼ぶ
9583	呼ぶ	食事に呼ばれる
9584	呼ぶ	映画が人気を呼んでいる
9585	呼ぶ	(弁護士を)先生と呼ぶ
9588	読む	(本を)読む
9602	夜	あしたの夜
9610	弱い	弱い風
9611	弱い	印象が弱い
9613	弱い	数字に弱い
9621	ライオン	動物のライオン
9624	来週	来週の火曜日
9676	離婚	両親が離婚した
9679	リス	リスを飼う
9741	例	例になっている
9753	レインコート	レインコート
9758	歴史	日本の歴史
9762	レコード	走り幅跳びのレコードを破る
9764	レストラン	レストラン
9766	レタス	レクスのサラダ
9769	列車	(寝台)列車
9791	連絡	電話連絡をとる
9792	連絡	連絡がとれる
9818	六月	六月一日
9836	ワイン	ワイン
9837	ワイン	ワイン
9838	若い	若い女性
9839	若い	年が三つ若い
9866	わざと	わざと負ける
9873	忘れる	傘を忘れる
9874	忘れる	我を忘れて働く
9875	忘れる	すっかり忘れた
9876	綿	綿ぶとん
9877	私	わたくしが父親です
9878	私	私立(わたくしりつ)
9879	私	わたし(の家)
9890	笑う	おかしくて笑う
9891	笑う	みんなに笑われる
9910	悪い	性質が悪い
9911	悪い	気持ちが悪い(虫)
